year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
2005,male,9753,4.38393,4.36011,4.40774,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.33333
2005,female,10613,4.51405,4.49036,4.53773,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2006,male,,,,,,,,,,,,
2006,female,,,,,,,,,,,,
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,,,,,,,,,,,,
2008,female,,,,,,,,,,,,
2009,male,8476,4.29333,4.26832,4.31835,3.33333,4.33333,5.00000,1.0,7.0,4.3333335,4.33333,4.33333
2009,female,9238,4.39285,4.36711,4.41859,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.33333
2010,male,,,,,,,,,,,,
2010,female,,,,,,,,,,,,
2011,male,,,,,,,,,,,,
2011,female,,,,,,,,,,,,
2012,male,2852,4.55331,4.51197,4.59465,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2012,female,4186,4.72174,4.68527,4.75820,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,5.00000
2013,male,8702,4.47792,4.45302,4.50281,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.66667
2013,female,9856,4.62213,4.59826,4.64601,3.66667,4.66667,5.66667,1.0,7.0,4.6666665,4.66667,4.66667
2014,male,,,,,,,,,,,,
2014,female,,,,,,,,,,,,
2015,male,,,,,,,,,,,,
2015,female,,,,,,,,,,,,
2016,male,,,,,,,,,,,,
2016,female,,,,,,,,,,,,
2017,male,13315,4.56652,4.54666,4.58638,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2017,female,14881,4.70722,4.68788,4.72656,4.00000,4.66667,5.66667,1.50000,7.0,4.6666665,4.66667,4.66667
2018,male,,,,,,,,,,,,
2018,female,,,,,,,,,,,,
2019,male,12092,4.44827,4.42714,4.46941,3.66667,4.33333,5.33333,1.16667,7.0,4.3333335,4.33333,4.66667
2019,female,13254,4.60538,4.58471,4.62605,3.66667,4.66667,5.33333,1.16667,7.0,4.6666665,4.66667,4.66667
2020,male,,,,,,,,,,,,
2020,female,,,,,,,,,,,,
2021,male,,,,,,,,,,,,
2021,female,,,,,,,,,,,,
2022,male,,,,,,,,,,,,
2022,female,,,,,,,,,,,,
