"plh0036","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1984","16-34 Jahre alt","2536","0.605431699387394","0.59123793557745","0.619625463197338"
"Grosse Sorgen","1984","35-65 Jahre alt","2958","0.514737264000334","0.502352692148368","0.5271218358523"
"Grosse Sorgen","1984","66 und älter","500","0.385803094334948","0.358999289385023","0.412606899284872"
"Einige Sorgen","1984","16-34 Jahre alt","1637","0.341590565990961","0.327818317284359","0.355362814697563"
"Einige Sorgen","1984","35-65 Jahre alt","2604","0.414478168698404","0.40227079899648","0.426685538400328"
"Einige Sorgen","1984","66 und älter","569","0.44929809043128","0.421908511158049","0.476687669704512"
"Keine Sorgen","1984","16-34 Jahre alt","382","0.052977734621645","0.0464729834648207","0.0594824857784693"
"Keine Sorgen","1984","35-65 Jahre alt","694","0.0707845673012622","0.064429396621199","0.0771397379813255"
"Keine Sorgen","1984","66 und älter","198","0.164898815233772","0.144465534531912","0.185332095935632"
"Grosse Sorgen","1985","16-34 Jahre alt","2148","0.565371272676791","0.550267726394671","0.580474818958912"
"Grosse Sorgen","1985","35-65 Jahre alt","2432","0.452247318670405","0.439325340026597","0.465169297314213"
"Grosse Sorgen","1985","66 und älter","366","0.340071049995837","0.31199908255645","0.368143017435225"
"Einige Sorgen","1985","16-34 Jahre alt","1665","0.382702666555187","0.367893494036031","0.397511839074343"
"Einige Sorgen","1985","35-65 Jahre alt","2698","0.47824331791545","0.465274295891821","0.491212339939079"
"Einige Sorgen","1985","66 und älter","550","0.501355826853314","0.471727451521279","0.530984202185349"
"Keine Sorgen","1985","16-34 Jahre alt","325","0.0519260607680213","0.0451657503083999","0.0586863712276427"
"Keine Sorgen","1985","35-65 Jahre alt","569","0.0695093634141452","0.0629065895777069","0.0761121372505834"
"Keine Sorgen","1985","66 und älter","178","0.158573123150849","0.136927882930105","0.180218363371593"
"Grosse Sorgen","1986","16-34 Jahre alt","1971","0.523958449703656","0.50859805233354","0.539318847073772"
"Grosse Sorgen","1986","35-65 Jahre alt","2105","0.408803671959858","0.395718133675198","0.421889210244518"
"Grosse Sorgen","1986","66 und älter","308","0.300581666507868","0.272498384395613","0.328664948620122"
"Einige Sorgen","1986","16-34 Jahre alt","1735","0.411276881549336","0.396142862007807","0.426410901090865"
"Einige Sorgen","1986","35-65 Jahre alt","2700","0.502448216490986","0.489139593190835","0.515756839791138"
"Einige Sorgen","1986","66 und älter","488","0.469063248532918","0.438497487718072","0.499629009347763"
"Keine Sorgen","1986","16-34 Jahre alt","355","0.0647646687470084","0.0571952745454388","0.072334062948578"
"Keine Sorgen","1986","35-65 Jahre alt","617","0.0887481115491557","0.0811786129079407","0.0963176101903708"
"Keine Sorgen","1986","66 und älter","228","0.230355084959214","0.204565626858878","0.256144543059551"
"Grosse Sorgen","1987","16-34 Jahre alt","2408","0.657157204598143","0.642453138493318","0.671861270702967"
"Grosse Sorgen","1987","35-65 Jahre alt","2804","0.56884132981201","0.555536026193856","0.582146633430164"
"Grosse Sorgen","1987","66 und älter","497","0.478048484948765","0.44804827172256","0.50804869817497"
"Einige Sorgen","1987","16-34 Jahre alt","1359","0.310082588664676","0.295754358835098","0.324410818494254"
"Einige Sorgen","1987","35-65 Jahre alt","2122","0.386751837510399","0.373667703711592","0.399835971309206"
"Einige Sorgen","1987","66 und älter","443","0.405876298970673","0.376384003803078","0.435368594138268"
"Keine Sorgen","1987","16-34 Jahre alt","236","0.0327602067371816","0.0272458394310537","0.0382745740433094"
"Keine Sorgen","1987","35-65 Jahre alt","396","0.0444068326775907","0.038872413202683","0.0499412521524984"
"Keine Sorgen","1987","66 und älter","125","0.116075216080562","0.0968376248212802","0.135312807339843"
"Grosse Sorgen","1988","16-34 Jahre alt","2205","0.63206798827903","0.616779363047466","0.647356613510594"
