year,bula_h,plj0104,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,No,0.6699410609037328,21983,0.6637248371375545,0.6761572846699112
2009,Schleswig-Holstein,Yes,0.3300589390962672,21983,0.3238427153300888,0.33627516286244563
2009,Hamburg,No,0.550561797752809,21983,0.5439859670979456,0.5571376284076724
2009,Hamburg,Yes,0.449438202247191,21983,0.4428623715923275,0.4560140329020545
2009,Lower Saxony,No,0.6617466174661747,21983,0.6554923056378683,0.6680009292944811
2009,Lower Saxony,Yes,0.33825338253382536,21983,0.331999070705519,0.34450769436213174
2009,Bremen,No,0.6722689075630253,21983,0.6660638912582608,0.6784739238677897
2009,Bremen,Yes,0.3277310924369748,21983,0.32152607613221035,0.33393610874173923
2009,North Rhine-Westphalia,No,0.661218836565097,21983,0.6549621438280956,0.6674755293020983
2009,North Rhine-Westphalia,Yes,0.33878116343490305,21983,0.3325244706979017,0.3450378561719044
2009,Hesse,No,0.5293146160198183,21983,0.52271627297059,0.5359129590690467
2009,Hesse,Yes,0.47068538398018167,21983,0.4640870409309533,0.47728372702941
2009,"Rhineland-Palatinate, Saarland",No,0.6284313725490196,21983,0.6220434294440313,0.6348193156540078
2009,"Rhineland-Palatinate, Saarland",Yes,0.3715686274509804,21983,0.3651806843459922,0.3779565705559686
2009,Baden-Wuerttemberg,No,0.5019011406844106,21983,0.49529147556564873,0.5085108058031724
2009,Baden-Wuerttemberg,Yes,0.49809885931558934,21983,0.49148919419682746,0.5047085244343512
2009,Bavaria,No,0.6198537899191997,21983,0.6134367823080104,0.6262707975303891
2009,Bavaria,Yes,0.3801462100808003,21983,0.37372920246961094,0.38656321769198965
2009,Berlin,No,0.5903083700440529,21983,0.5838073634332291,0.5968093766548767
2009,Berlin,Yes,0.40969162995594716,21983,0.40319062334512334,0.41619263656677097
2009,Brandenburg,No,0.7811704834605598,21983,0.77570487578727,0.7866360911338497
2009,Brandenburg,Yes,0.21882951653944022,21983,0.21336390886615034,0.2242951242127301
2009,Mecklenburg-Western Pomerania,No,0.8162393162393162,21983,0.8111195793160492,0.8213590531625833
2009,Mecklenburg-Western Pomerania,Yes,0.18376068376068377,21983,0.17864094683741674,0.1888804206839508
2009,Saxony,No,0.7887013939838592,21983,0.7833048314790024,0.794097956488716
2009,Saxony,Yes,0.21129860601614087,21983,0.2059020435112841,0.21669516852099763
2009,Saxony-Anhalt,No,0.8020833333333334,21983,0.79681633087056,0.8073503357961067
2009,Saxony-Anhalt,Yes,0.19791666666666666,21983,0.19264966420389337,0.20318366912943994
2009,Thuringa,No,0.8469015795868773,21983,0.8421414977666287,0.8516616614071258
2009,Thuringa,Yes,0.15309842041312272,21983,0.1483383385928742,0.15785850223337122
2014,Schleswig-Holstein,No,0.5783783783783784,38694,0.5734579635404455,0.5832987932163112
2014,Schleswig-Holstein,Yes,0.42162162162162165,38694,0.4167012067836889,0.4265420364595544
2014,Hamburg,Yes,0.5215419501133787,38694,0.5165645699357821,0.5265193302909752
2014,Hamburg,No,0.47845804988662133,38694,0.4734806697090248,0.48343543006421785
2014,Lower Saxony,No,0.6388140161725068,38694,0.6340278593970681,0.6436001729479455
2014,Lower Saxony,Yes,0.3611859838274933,38694,0.35639982705205453,0.36597214060293204
2014,Bremen,No,0.514018691588785,38694,0.5090386439572784,0.5189987392202916
2014,Bremen,Yes,0.48598130841121495,38694,0.4810012607797083,0.4909613560427216
2014,North Rhine-Westphalia,No,0.5658597365610537,38694,0.5609211384388079,0.5707983346832995
2014,North Rhine-Westphalia,Yes,0.43414026343894624,38694,0.42920166531670034,0.43907886156119214
2014,Hesse,Yes,0.5172964342735498,38694,0.5123174098847566,0.5222754586623429
2014,Hesse,No,0.48270356572645023,38694,0.47772454133765707,0.4876825901152434
2014,"Rhineland-Palatinate, Saarland",No,0.5818066961465572,38694,0.5768918248160275,0.5867215674770869
2014,"Rhineland-Palatinate, Saarland",Yes,0.41819330385344283,38694,0.4132784325229131,0.4231081751839726
2014,Baden-Wuerttemberg,Yes,0.5202492211838006,38694,0.515271302232721,0.5252271401348801
2014,Baden-Wuerttemberg,No,0.4797507788161994,38694,0.47477285986511975,0.484728697767279
2014,Bavaria,No,0.5392335766423357,38694,0.5342669314830036,0.5442002218016678
2014,Bavaria,Yes,0.4607664233576642,38694,0.45579977819833206,0.46573306851699636
2014,Berlin,No,0.5253549695740365,38694,0.5203793731254314,0.5303305660226416
2014,Berlin,Yes,0.4746450304259635,38694,0.46966943397735844,0.4796206268745686
